delivery_id,order_id,driver_id,estimated_delivery_time,actual_delivery_time,delivery_duration_minutes,status,customer_rating,issue_reported
86e662df-afc8-41c8-91f0-e77f75b2805e,7315e7fd-f46a-449e-ad1d-6da3418b3a31,ade89a9c-a9b8-41e5-87ee-f2998d18adf2,2023-08-25 10:56:47,2023-08-25 10:58:47,39.656504590187005,Delivered,5.0,
6fdb281a-7e3e-4275-94c4-5804dfc67d99,68adf702-6722-48ed-a324-9e19b6d8228f,df11a463-f9a9-4bf2-9c70-8075b6d4ba40,2023-06-07 12:03:02,2023-06-07 12:11:02,40.40532731665165,Delivered,3.0,Food quality issue
5dbcb467-3762-4845-825e-de521278d3ff,04d72c89-3635-400b-91be-cfbc6dad2259,a878378b-e6a3-4991-8847-94db5e2489d0,2023-06-24 16:51:55,2023-06-24 16:41:55,32.86513380208661,Delivered,,
829bab90-980b-4ee5-81f8-5737915ce68e,95525a57-11cd-497b-9f4c-3facc7fb2816,2ceddcca-94f2-4da5-a472-0524e31a402f,2023-02-14 11:30:56,2023-02-14 11:54:56,65.0239084387892,Delivered,5.0,
f98bf227-33ab-4e19-a177-bd2bcc70d678,66614cb2-334b-4646-a7f9-7b18b35b63f9,c12d98c5-db0f-47f3-98c5-7dcf32f30399,2023-10-09 04:47:09,2023-10-09 04:33:09,18.03606046852618,Delivered,5.0,
0edddcf1-0181-42e8-8352-9704d5974228,ebc471b7-4ae8-49f8-a1cc-1827577733d1,5b7399fa-125b-429f-8b70-d2a3d8af27f2,2023-10-01 21:46:48,2023-10-01 21:41:48,33.52200182100126,Delivered,5.0,
5595f77e-9837-4a31-b111-f513e7a28baa,a31aad7c-b458-438c-afc4-025eab244b35,b6e17c99-7e7b-4307-9407-e19be0e70287,2023-09-07 10:06:30,2023-09-07 10:03:30,34.20376641158047,Delivered,,
5f59ae43-1e7b-4068-ab0c-2d9782dba423,56cbf558-f01a-4b0d-90fb-5b2b023b73a0,34be4831-6df4-4583-9168-4ff1e6068f60,2023-11-14 23:41:10,2023-11-14 23:33:10,20.26068498588461,Delivered,,
27271dea-b972-40ae-9924-10586561c679,33735182-2a71-4d17-bdd8-5d9491ab621f,e23448a6-b0eb-4357-9dbc-a680955a871e,2023-08-16 07:22:25,2023-08-16 07:36:25,53.836778573842224,Delivered,5.0,
4cf7a0e9-cb26-4f0f-9efe-6ee406b80fe3,0322cf00-d1ba-415d-b5cf-f14c47f207b2,76d2580e-270b-457a-b433-b3f53eaab74e,2023-12-15 20:39:36,2023-12-15 20:34:36,36.09700425887509,Delivered,5.0,
998f5481-f221-483f-91c9-1aed823278a8,a57df1c5-2d9a-43ba-8db2-d21b53c1f1fe,1c258a67-179b-48f1-af92-9f972a747fa5,2023-07-21 15:15:24,2023-07-21 15:18:24,44.76904884764383,Delivered,4.0,
40fd76b8-90bf-4799-bfca-43434e3639b4,9ad9b956-9388-4ce0-afc9-244867e1d685,39d4ec65-0475-4f7b-bcfc-d1902067e15d,2023-12-03 10:36:05,2023-12-03 10:33:05,38.43417521936708,Delivered,,
0ca55dfe-f1d4-4dd0-bf0c-abfa88e39fbb,06e11b2d-8552-47ec-96c8-f023e580a597,1c258a67-179b-48f1-af92-9f972a747fa5,2023-09-14 16:29:59,2023-09-14 16:19:59,17.18824797433846,Delivered,4.0,
673a2248-1a91-4433-8aba-2382a76129f7,b59e5a4d-0076-4756-b795-9295b10832e0,bdadff53-b1dd-47a8-8205-f49962ebfce0,2023-11-09 18:14:30,2023-11-09 18:11:30,28.63652645338111,Delivered,5.0,
5ee84633-b2b1-4556-9fea-ec262efc7126,9fb778ab-1666-4993-923c-5825019e65c0,9b41a8b3-deb4-4b45-b046-e8748fc19c02,2023-05-29 06:21:44,2023-05-29 06:17:44,27.449456240723073,Delivered,,
df186e90-0fd9-4b8f-8ed8-8b5b9c97b3c6,81022c98-0acd-485f-a8c6-637d801460b1,252dd838-1c86-40c3-adf7-c9eb6f89aa02,2023-03-31 13:04:28,2023-03-31 13:23:28,67.81743364231481,Delivered,5.0,Incorrect address
f29c7a31-2118-4df5-9194-944573320557,063a0397-5d3c-47d5-b436-d76d9074a4b0,26f99308-01c0-4edb-a282-a0cee25f4ef9,2023-03-01 14:21:29,2023-03-01 14:15:29,45.42777001349208,Delivered,5.0,
5dadbd41-c15c-4118-a89d-1d9dbf0ca7fc,7f41321e-8661-4d81-aeb0-26111f8adb5c,26f99308-01c0-4edb-a282-a0cee25f4ef9,2023-02-20 00:09:22,2023-02-20 00:23:22,62.995546626433935,Delivered,,
0b016e89-3896-4d7a-a664-b1248e663f9b,f92ede8d-86b3-4c5a-b6dd-4f492328fd87,78d78d68-3f03-4c4a-95a8-b9d1d74dcbe8,2023-05-26 06:44:02,2023-05-26 06:41:02,38.498962935855936,Delivered,4.0,Damaged packaging
f31f18c6-af38-45ce-a447-f2f5362a2be7,4784769a-e2fd-469e-a3af-c94fe7c37d36,cdcd071a-b631-4a2b-abcb-0fddc958d4d6,2023-02-08 20:00:17,2023-02-08 19:52:17,36.06993763244079,Delivered,,
5ac7dc66-8037-4765-ab6c-02e2b1739aaa,90fe5482-e06b-45ee-8626-fc7417d98ce2,1c258a67-179b-48f1-af92-9f972a747fa5,2023-09-09 19:42:34,2023-09-09 19:32:34,53.378175649545206,Delivered,5.0,
d2dcc9dd-d857-434e-89ed-ecd32e3dbc98,fd9481aa-e02e-4668-995c-80e138f4c5cb,c6d38064-4711-4cef-a980-55bd3b8c8930,2023-09-21 12:11:27,2023-09-21 12:25:27,51.25408249783664,Delivered,5.0,
67b8a0ad-389d-489c-b5c0-bb6c7351df6d,7d4a38aa-0153-43da-9fa6-8a709a2b077b,46f9d4cd-c848-44b3-85af-6c1c6426a0fe,2023-04-08 20:18:24,2023-04-08 20:23:24,52.069311596572724,Delivered,5.0,
078688da-d138-4a27-adb0-d55402e98cdb,9efc4440-37fb-4564-9e43-f50a53bfe10b,60dfda32-b710-438a-b21d-571ba0aca2fb,2023-01-09 12:06:03,2023-01-09 12:20:03,55.30916276740548,Delivered,,
a0ffb245-c035-4906-9129-f9dd0090d23a,0c4ce6cf-7440-4800-8aec-1ba8532fb0da,46f9d4cd-c848-44b3-85af-6c1c6426a0fe,2023-02-24 18:51:38,2023-02-24 18:52:38,48.14509038486582,Delivered,5.0,
68f5e5e7-14fd-4833-961b-0a7852ee7c33,bbe7131e-10a8-4ae6-b5ea-5bf165d4e80a,4f27d90b-8039-4cc5-8dfc-f8b243b5fcb0,2023-04-20 11:53:11,2023-04-20 12:05:11,48.45899334511916,Delivered,3.0,
4b6ec60f-9065-4529-beb4-d2b05d1bd255,385b12cd-9c6e-48d2-9a61-dd02ed53011b,2c663ecf-c321-43e9-8acd-ffdabd965bdf,2023-05-26 21:17:51,2023-05-26 21:13:51,29.821565196319362,Delivered,5.0,
f78c094f-1b11-43df-8579-997657862333,389695f9-9908-44e1-9c04-faeebc523ca4,46f9d4cd-c848-44b3-85af-6c1c6426a0fe,2023-10-04 18:55:29,2023-10-04 18:38:29,21.853462183603604,Delivered,,Wrong order
13358fef-5cbe-486a-92e9-5e788ac54ac7,fa1375d8-dce6-4c87-983a-c4dc0e37c556,8f7443c6-ec9b-42a7-a729-9d3dabe50cfa,2023-08-21 10:49:47,2023-08-21 10:36:47,25.562401864750374,Delivered,5.0,
bf481558-7728-402d-bd51-e5890ba5f8a7,a01216e9-6582-49b0-906f-6669a926d068,9cb0df41-107e-48dd-afce-de4c763a1840,2023-02-07 09:38:31,2023-02-07 09:27:31,18.81835412946682,Delivered,4.0,Incorrect address
dc0ced96-70f8-4e59-8d99-4b1da1dba892,ad9f049b-5b1b-4835-8243-d1bdf7e411c7,46f9d4cd-c848-44b3-85af-6c1c6426a0fe,2023-01-31 20:56:07,2023-01-31 20:42:07,16.735249118300175,Delivered,5.0,
0ffe012d-ccbd-4a4d-8e4c-2ed38c1443ac,57fbd35c-c65e-450c-85dd-99a37e70801b,10e5377f-5a6b-449e-b976-3a59b50f171c,2023-08-25 12:56:46,2023-08-25 13:04:46,49.78363582300123,Delivered,5.0,
4f234965-fb35-46a7-933c-daf7856f3ae2,637ef745-9c21-4cdc-b776-28285bc592d5,5a43f67b-0960-4071-8fe1-58be3e47fe0f,2023-09-11 20:51:35,2023-09-11 20:46:35,33.745534593988204,Delivered,,
3df8f0ae-3009-4418-8095-f7c67d91f58f,c6bbbcb8-8382-4318-b008-d00b5116c98d,9b41a8b3-deb4-4b45-b046-e8748fc19c02,2023-12-20 14:37:02,2023-12-20 14:41:02,57.157178880147775,Delivered,,
18cf3c7f-1df6-4923-89f0-63ffab7adf42,111fb12d-913a-4533-b2ca-895c1b57140b,a255beb3-838c-4ef0-b9f4-e1e4201788b4,2023-03-31 18:49:04,2023-03-31 18:49:04,41.92888464416732,Delivered,3.0,
